# 43 windows of real detrended PPG, captured from the wrist overnight 2026-08-08 --
# the first night the capture path reached the phone (a u8 sample count could not
# express 256, so every earlier window was discarded as malformed).
# truth_bpm is the dominant spectral peak in 30-214 bpm, computed independently of
# the autocorrelation the estimator uses, so it cannot rubber-stamp the estimator's
# own mistakes. It is not an ECG; treat a disagreement as a question, not a verdict.
# Samples are int8, already detrended and scaled by the firmware.
time,truth_bpm,samples
2026-08-09 04:26:21,75,-69 -37 -53 -37 -49 -29 -52 -28 -32 -20 -40 -20 -28 -32 -28 -20 -32 -28 -20 -24 -12 -28 -32 -36 -28 -12 -11 -15 -3 -3 1 5 5 9 29 17 -27 -23 -19 -3 -19 -23 -27 -27 -15 -14 -26 -10 -14 -10 2 -6 -6 14 14 -2 2 -10 -6 -22 -14 -30 -26 -22 -41 -45 -1 -29 -13 -13 -5 -9 19 7 15 7 11 -9 -29 -1 -21 -1 -5 -17 -24 -24 0 4 0 28 20 0 16 16 36 16 8 -16 -16 -12 0 -20 4 -7 -11 17 -3 21 13 13 25 17 9 49 17 21 25 41 13 17 17 13 38 46 38 22 38 22 42 34 58 58 50 58 54 62 74 34 62 38 34 42 39 43 43 23 35 55 55 51 67 51 67 71 87 47 43 59 51 39 27 24 32 36 32 16 16 12 24 16 24 28 56 32 32 44 28 20 20 16 13 13 -11 -7 9 17 13 21 17 17 9 21 33 29 33 17 5 -3 -23 -14 -10 -26 -6 -6 -14 -26 2 -14 -14 6 -10 -2 14 22 -2 -2 -6 -22 -5 -29 -13 -21 -13 -25 -25 -29 -25 -17 -25 -25 7 -9 3 -17 -17 -49 -53 -65 -56 -56 -64 -64 -68 -56 -80 -72 -76 -68 -60 -52 -48 -36 -36 -68 -88 -80
2026-08-09 04:36:41,76,43 55 35 35 15 3 19 3 31 35 35 15 31 39 11 23 35 43 55 47 59 47 47 39 35 23 23 31 23 27 19 28 20 20 28 36 44 36 44 56 76 72 24 28 16 12 -4 -4 -4 -4 20 4 8 -12 0 4 12 16 24 28 20 28 4 -28 -20 -32 -8 -32 -28 -36 -36 -24 -12 -28 -28 -12 0 0 -19 -4 13 17 1 -23 -47 -51 -43 -59 -39 -59 -75 -43 -51 -47 -39 -19 -35 -15 -7 -7 -11 9 -15 5 -35 -55 -39 -35 -15 -27 -47 -31 -31 -23 -23 -55 -27 -3 -7 1 13 5 21 -15 -39 -35 -30 -50 -50 -30 -46 -34 -34 -14 -18 -30 -6 -22 -6 -14 6 14 -14 -18 -46 -54 -34 -50 -38 -22 -38 -62 -46 -42 -46 -34 -38 -42 -2 -26 -18 -14 -38 -42 -54 -58 -74 -54 -42 -46 -54 -54 -58 -38 -22 -21 -41 -9 -25 -13 11 -1 -1 -9 -41 -33 -45 -45 -29 -21 -9 -25 -9 -9 -13 -13 -9 31 15 31 39 51 19 -1 -5 7 7 27 31 7 15 7 19 27 39 47 39 31 55 59 51 43 32 24 16 24 28 20 12 -4 12 24 24 36 52 60 40 52 60 64 64 48 28 32 36 0 16 12 40 32 40 32 32 32 44 44
2026-08-09 04:46:03,76,-14 -22 -22 -5 -25 -33 -36 -20 -32 -11 -19 -11 -10 -6 3 7 15 24 -16 -16 -15 -19 -23 2 -14 -22 -21 -5 -5 -24 0 8 13 -19 13 22 22 -10 -17 -33 -28 -36 -40 -11 -35 -23 -18 -26 -38 -29 -17 -17 -12 -4 8 -7 1 -27 -26 -34 -29 -53 -45 -20 -40 -56 -39 -35 -43 -18 -34 -22 -17 -13 15 0 8 -12 -47 -39 -39 -26 -2 -18 -5 -25 -20 -12 -8 -15 -7 -11 26 14 22 27 19 -1 12 -4 -8 13 1 21 2 10 22 35 19 32 28 40 45 41 73 58 34 30 19 7 19 20 20 36 37 25 25 34 42 42 27 43 52 76 52 65 45 37 26 22 34 27 19 35 20 40 28 45 45 29 54 54 54 59 71 40 24 32 37 13 21 22 30 30 15 7 11 24 28 44 33 37 33 46 54 10 27 7 3 12 16 17 5 17 6 22 42 19 3 19 16 44 44 33 21 9 6 -6 -14 -1 -1 -4 -12 -24 -15 -15 -3 -10 6 6 -5 19 -5 24 0 -28 -39 -31 -35 -50 -30 -30 -41 -21 -29 -40 -28 -27 -7 -11 -22 -10 -6 -29 -33 -25 -32 -56 -60 -55 -55 -59 -26 -62 -42 -29 -53 -57 -40 -24 -31 -43 -27 -42 -54 -74
2026-08-09 04:56:17,72,-65 -65 -73 -73 -26 -34 -50 -90 -98 -42 -74 -50 -18 -42 -34 -58 -18 21 -19 45 -3 29 -27 -67 -43 -59 -19 -43 -75 -28 -44 -52 -52 -60 -52 -20 -4 -52 -12 52 4 -13 3 27 -53 -61 -37 -21 -21 -29 -45 -45 -53 -22 -22 -46 -14 -38 58 2 18 -6 26 42 33 25 -39 -31 -15 -23 -39 -39 17 -15 -23 -39 -32 0 -8 0 0 48 40 56 48 24 32 24 31 47 7 63 47 31 31 15 31 23 47 71 78 70 78 94 78 102 46 38 54 -2 54 62 21 53 61 53 37 13 21 21 37 45 61 29 124 84 84 60 68 36 12 44 36 28 4 28 36 19 51 27 35 27 43 67 67 83 67 83 35 10 -30 18 18 -14 -6 -6 10 26 -30 -14 -14 25 41 41 33 41 41 121 65 33 25 9 -7 -16 -16 -24 -16 16 -24 -24 0 32 -16 16 8 47 23 63 55 79 -1 -33 -1 23 -25 -25 7 -34 6 -34 -18 -26 -34 -18 14 30 22 38 -18 13 21 -35 -3 -11 -75 -19 -27 -19 -43 -19 -19 -36 -12 20 -60 -12 4 12 -4 -28 -4 -44 -52 -61 -85 -37 -61 -37 -45 -85 -77 -53 -45 -93 -85 -54 -14 2 -14 -6 -14 -78 -86 -102 -78 -62
2026-08-09 05:06:41,75,-11 -19 -19 -23 -47 2 2 -22 -2 18 22 10 11 -21 -25 -33 -41 -17 -40 -20 -32 -40 -20 -28 -39 -23 -23 -19 -23 -11 -6 -10 -10 -30 -34 -50 -38 -25 -45 -17 -41 -29 -17 -20 -20 0 -12 4 4 12 5 1 -19 -23 -19 -23 -14 -26 6 -10 -14 -6 -25 -1 -9 11 -9 19 40 36 32 8 -16 0 -4 1 -11 9 1 -15 -7 -14 -6 10 2 2 14 10 15 19 19 -9 11 -9 0 -12 8 -12 8 -8 -3 17 1 5 9 5 18 38 42 26 54 26 14 3 19 11 15 11 15 12 -4 4 16 52 16 24 33 29 41 37 53 45 34 30 22 6 18 18 27 27 11 15 7 23 20 32 28 12 48 48 44 37 37 25 5 37 29 26 18 10 30 10 14 35 43 31 55 67 43 59 52 64 8 4 20 -12 9 13 -7 5 17 21 22 10 30 10 34 14 42 19 31 23 3 -1 3 0 -20 -16 -24 -4 -16 -11 -3 -27 1 -15 -15 1 -6 2 -2 -2 -14 -26 -37 -21 -33 -9 -29 -41 -12 -12 -28 -28 -8 -4 -28 -7 -11 5 13 -15 -35 -26 -30 -46 -42 -38 -42 -37 -41 -61 -45 -53 -41 -28 -44 -32 -20 -8 -12 -32 -31 -35 -43 -43
2026-08-09 05:16:05,75,-36 -39 -34 -41 -38 -34 -33 -35 -28 -27 -28 -26 -19 -12 -10 -6 -5 6 4 0 0 -7 -3 -6 0 0 -1 3 7 4 8 13 14 16 17 20 25 24 23 22 19 13 9 14 16 16 16 20 19 20 22 21 22 23 30 32 35 36 32 24 29 21 26 23 27 20 27 24 21 23 31 27 33 33 33 36 41 45 43 42 30 39 31 26 23 19 16 19 21 19 22 24 28 23 28 26 31 33 37 29 29 28 25 17 15 14 15 12 12 3 5 6 7 11 11 6 5 10 13 9 10 3 -5 -3 -8 -7 -6 -9 -11 -12 -16 -13 -15 -15 -5 -9 -4 -8 -17 -20 -18 -28 -37 -34 -40 -35 -35 -39 -42 -43 -42 -41 -37 -45 -48 -42 -42 -43 -42 -50 -57 -62 -66 -66 -72 -64 -73 -68 -76 -68 -66 -62 -60 -60 -64 -60 -59 -66 -65 -72 -79 -85 -82 -80 -84 -78 -77 -78 -79 -81 -76 -74 -74 -59 -27 -9 17 33 24 15 7 0 -3 -8 -6 -18 -18 -17 -10 -10 -10 -9 -9 -8 -2 4 2 -5 -13 -14 -7 -9 3 13 17 20 23 29 37 39 45 47 54 56 53 51 47 49 49 48 50 55 56 60 66 71 74 71 76 79 76 78 70 74 72 62
2026-08-09 05:26:32,64,18 10 34 18 2 33 17 25 29 33 53 48 56 52 80 80 88 99 91 111 99 91 79 46 46 46 46 42 13 37 25 37 49 33 48 48 44 52 52 80 83 83 79 99 75 82 70 26 18 22 14 29 5 13 -7 -19 9 -12 -4 -4 28 8 16 27 39 43 47 63 46 6 -22 -46 -62 -42 -59 -55 -39 -67 -51 -35 -56 -56 -44 -28 -12 -24 -17 19 -17 3 -1 18 -6 -34 -66 -74 -78 -71 -63 -55 -55 -71 -87 -96 -72 -68 -80 -76 -48 -41 -13 -29 -33 -5 18 -18 -34 -38 -66 -66 -87 -87 -63 -83 -63 -55 -100 -80 -88 -72 -76 -60 -53 -37 -21 -9 -5 -2 -18 -26 -54 -66 -86 -87 -103 -83 -95 -71 -75 -80 -76 -80 -80 -52 -61 -53 -17 -9 -13 -5 -10 -30 -54 -58 -90 -82 -91 -87 -103 -83 -87 -79 -68 -68 -68 -40 -48 -53 -29 -21 -1 -9 -5 10 22 6 -10 -42 -34 -43 -27 -15 -39 -39 -31 -20 -28 -24 -20 -24 -4 3 19 11 35 43 50 54 86 54 34 10 -7 21 -3 5 25 21 8 8 12 20 20 27 51 51 63 67 79 78 106 94 114 98 86 77 45 49 53 41 69 36 68 48 56 68 59 59 83 83 87 91 102 110 126 126
2026-08-09 05:37:45,64,-83 -59 -47 -63 -71 -43 -67 -43 -27 -51 -43 -19 -27 -11 1 -15 -7 1 21 -11 -15 -47 -43 -31 -51 -43 -31 -27 -55 -19 -47 -23 -43 -31 -31 -15 1 1 9 -3 17 17 9 -11 -19 -27 -27 -43 -35 -19 -11 -11 -3 -19 -23 -15 -19 13 5 13 17 12 24 16 24 16 12 -16 -12 -20 -16 -8 -28 -20 -8 -12 -32 -8 -8 0 0 4 0 28 16 32 40 48 44 40 24 12 0 8 20 8 20 24 24 20 8 24 32 20 44 32 60 56 52 68 68 72 84 56 36 24 24 36 32 28 40 28 28 36 48 16 32 60 68 56 56 32 68 76 80 52 55 31 23 7 11 15 11 35 15 15 3 3 19 27 27 23 35 55 39 59 47 59 55 23 15 -13 -21 19 -9 11 7 -17 -5 -13 -5 -13 -13 11 -9 11 23 31 27 35 51 39 43 39 27 3 -29 -17 -17 -33 -33 -25 -29 -17 -17 -17 -9 -13 -37 -17 -9 7 7 3 -1 27 38 -17 -18 -30 -26 -46 -54 -34 -50 -50 -42 -54 -46 -38 -42 -26 -14 -34 -18 -22 -18 -6 10 -6 -14 -26 -30 -46 -58 -82 -58 -42 -54 -50 -74 -46 -46 -46 -22 -38 -38 -6 2 2 -10 6 22 22 6 -6
2026-08-09 05:48:38,62,80 83 47 19 22 38 33 17 9 -12 0 8 3 -9 19 22 30 38 29 45 53 64 68 68 83 63 63 -6 -2 -22 -35 -27 -23 -16 -32 -12 -17 -17 -26 -6 -14 -7 13 -3 24 24 36 55 51 39 6 -10 -22 -43 -63 -51 -60 -56 -44 -57 -37 -53 -38 -26 -62 -19 -15 13 4 4 23 27 31 38 66 46 -15 -31 -47 -52 -48 -56 -49 -65 -61 -50 -34 -46 -59 -55 -43 -20 -16 4 15 27 39 58 54 62 45 41 -3 -20 -16 -33 -33 -21 -26 -34 -34 -15 -27 -27 -20 -16 0 -9 15 -1 30 50 62 49 49 25 16 -32 -44 -5 -37 -17 -18 -10 -18 -3 -35 -7 -12 -12 3 15 19 26 46 26 57 57 21 -12 -40 -44 -69 -53 -21 -42 -38 -54 -51 -63 -51 -52 -48 -20 -25 -9 -1 26 34 18 53 41 8 -4 -28 -45 -57 -57 -26 -38 -54 -43 -59 -35 -48 -40 -24 -17 -9 3 10 18 30 17 53 45 44 36 28 -21 -33 -34 -38 -34 -27 -39 -27 -44 -20 -24 -13 -9 -5 -2 10 14 41 41 65 64 80 56 39 15 3 -2 -18 2 -3 -3 -7 -12 0 -4 -1 23 22 10 14 45 53 69 72 72 52 43 19 11 18 -6 -22 1 17 9 12 8
2026-08-09 05:57:50,58,68 50 39 26 32 29 19 28 16 19 15 20 10 23 12 18 33 23 44 44 51 51 60 60 81 72 76 63 43 18 22 13 13 18 18 15 13 4 3 9 6 18 13 19 24 20 41 35 40 39 51 50 48 19 17 4 -6 -3 -15 -2 -11 -11 -6 -22 -13 -11 -14 -12 -3 7 14 8 19 18 38 29 23 12 -10 -19 -31 -46 -34 -29 -26 -34 -39 -49 -44 -26 -37 -31 -26 -22 -23 -22 -12 -5 1 0 4 13 1 -20 -48 -57 -64 -64 -55 -63 -60 -58 -59 -69 -68 -64 -65 -53 -56 -37 -49 -32 -26 -33 -15 -8 -14 -1 -7 -26 -51 -55 -70 -70 -65 -63 -58 -54 -59 -71 -66 -61 -67 -58 -50 -37 -33 -34 -26 -19 -7 -10 -6 1 -20 -32 -51 -57 -56 -56 -59 -53 -52 -62 -55 -50 -48 -43 -39 -26 -26 -15 -11 -4 2 3 26 22 27 19 14 -12 -11 -9 -24 -22 -23 -23 -20 -15 -25 -12 -4 -7 7 12 16 15 31 42 39 41 52 52 71 55 50 22 11 13 14 8 11 16 16 15 1 10 2 21 17 22 24 39 36 50 45 61 66 70 51 31 18 6 1 8 10 11 17 8 8 3 1 16 26 25 24 32 31 43 50 62 61 71 82 68
2026-08-09 06:05:57,60,72 76 84 86 87 67 49 31 19 15 21 16 12 14 22 14 12 24 17 27 31 29 39 29 41 36 58 42 56 56 70 56 41 27 19 -3 -1 11 11 0 12 -2 0 -14 0 2 11 9 3 13 17 15 35 36 46 34 38 16 4 -6 -25 -21 -23 -23 -17 -17 -13 -18 -20 -18 -20 -16 -4 -6 3 1 9 7 23 21 33 30 10 -6 -6 -16 -24 -28 -20 -29 -31 -27 -21 -33 -31 -29 -32 -18 -30 -22 -24 -10 -8 -9 1 7 9 3 -3 -21 -40 -56 -52 -54 -58 -48 -50 -55 -53 -53 -61 -51 -55 -45 -36 -48 -24 -18 -16 -14 -4 -21 -21 -23 -61 -65 -69 -73 -78 -70 -72 -70 -62 -74 -74 -67 -55 -61 -57 -45 -37 -39 -30 -24 -12 -2 -14 -20 -46 -53 -67 -61 -67 -57 -65 -53 -46 -56 -52 -54 -40 -32 -26 -27 -23 -17 -11 3 -1 15 24 28 12 0 -18 -18 -28 -27 -19 -25 -23 -25 -19 -13 -10 -16 -4 -2 2 16 16 29 33 35 35 47 47 31 20 2 -6 -2 -2 -2 4 -2 -1 3 7 11 23 23 28 32 44 38 50 56 60 58 71 67 67 43 33 29 13 26 34 30 34 30 20 38 31 33 49 37 51 49 61 60 76 70 84 90
2026-08-09 06:16:58,62,-91 -87 -69 -77 -63 -59 -47 -41 -43 -22 -16 -26 -54 -76 -74 -78 -80 -70 -79 -71 -77 -69 -71 -69 -57 -49 -43 -34 -36 -22 -12 -6 6 18 10 8 -9 -33 -41 -41 -45 -39 -37 -33 -29 -24 -22 -24 -22 -14 -10 6 12 12 35 33 35 51 57 47 23 11 3 -4 -2 -4 2 2 8 2 8 16 19 19 19 25 33 43 47 59 59 74 72 66 32 26 4 14 6 16 23 13 3 11 7 11 15 21 29 36 44 40 50 60 64 74 86 88 69 43 27 21 17 15 13 9 13 22 22 14 24 24 38 30 42 50 51 65 67 71 85 81 81 63 43 26 36 30 24 24 28 34 26 16 29 41 41 41 45 47 45 61 67 60 84 82 58 46 22 8 4 2 9 1 3 -7 -9 -7 -3 1 -1 -4 2 14 14 26 34 32 44 34 45 47 13 -3 -23 -33 -31 -29 -31 -28 -40 -40 -28 -34 -30 -30 -24 -22 -5 -15 -11 -9 -9 5 13 13 21 8 -14 -40 -42 -36 -54 -46 -48 -48 -51 -45 -51 -41 -39 -45 -35 -27 -17 -14 -2 0 4 18 12 -10 -32 -36 -51 -59 -63 -65 -51 -61 -57 -53 -55 -48 -52 -60 -42 -42 -34 -24 -20 -12 -9 -1 -11 -21
2026-08-09 06:28:07,66,15 25 30 36 36 39 51 47 44 26 12 1 11 7 2 8 11 9 7 10 8 16 27 31 35 40 42 43 57 69 60 56 22 19 1 -3 8 4 4 -11 1 -4 -10 6 11 3 13 22 26 24 35 37 50 52 40 7 7 -5 -10 -10 -10 -3 -9 -8 -10 -10 -9 -3 11 4 18 18 35 29 35 40 48 35 9 -5 -22 -20 -24 -17 -21 -25 -22 -24 -29 -19 -15 -18 -14 -10 3 -5 15 18 16 24 17 -7 -38 -38 -32 -33 -39 -41 -38 -44 -40 -27 -31 -24 -22 -12 -3 -9 -11 4 6 14 7 -23 -37 -48 -58 -51 -51 -55 -50 -50 -52 -65 -53 -55 -48 -32 -31 -23 -23 -22 -12 -4 -5 -13 -35 -64 -62 -68 -73 -67 -58 -56 -66 -69 -63 -57 -56 -52 -52 -41 -31 -28 -18 -8 5 -1 -11 -36 -50 -50 -45 -57 -41 -38 -46 -41 -43 -49 -40 -20 -24 -15 -7 -7 6 4 23 15 -7 -22 -40 -32 -39 -33 -17 -26 -22 -24 -11 -19 -10 -6 0 17 27 21 38 34 46 55 41 24 6 -10 -5 1 -5 8 6 -4 5 9 11 16 26 35 33 41 52 50 62 75 75 75 38 32 23 21 23 30 34 30 31 39 45 40 44 56 63 69 76 82 86 95
2026-08-09 06:35:53,108,85 85 85 -4 -5 -5 -5 -5 -5 -5 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -3 -3 -3 -3 -3 -3 -4 -4 -3 -4 -4 -3 -3 -3 -3 -3 -3 -3 -3 -3 -3 -3 -3 -3 -3 -3 -3 -3 -3 -3 -3 -3 -3 -3 -3 -3 -3 -3 -3 -3 -3 -3 -2 -2 -2 -2 -2 -2 -2 -2 -2 -3 -3 -2 -3 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -1 -1 -1 -2 -2 -2 -2 -2 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0 0 0 0 0 -1 -1 -1 -1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 2 2 2 2 2 2 2 2
2026-08-09 06:48:38,68,31 37 33 45 56 50 52 42 33 25 9 19 16 26 24 19 17 19 23 18 28 18 16 17 31 31 33 37 40 32 22 -3 -17 -25 -17 -20 -18 -12 -18 -13 -23 -23 -29 -10 -24 -26 -14 -15 -15 -17 -5 -12 -16 -30 -26 -33 -37 -27 -15 -24 -16 -16 -8 -5 -9 -9 -3 8 16 12 22 31 29 33 9 -2 -2 -2 2 -3 7 9 5 0 -6 -2 -6 9 3 9 15 22 28 26 40 39 29 17 3 -2 8 -6 4 -1 7 -1 -1 0 2 6 2 -1 7 11 21 24 20 38 38 37 29 21 3 0 -10 -6 -8 -3 -15 -15 -15 -22 -16 -16 -12 -11 -11 -7 -17 -8 -14 -18 -12 -39 -35 -49 -51 -60 -62 -58 -70 -65 -63 -73 -71 -64 -68 -74 -66 -63 -53 -55 -47 -66 -70 -84 -90 -75 -79 -53 -61 -58 -60 -56 -56 -45 -33 -31 -29 -10 -20 -4 -6 -5 -15 -23 -29 -36 -24 -24 -32 -13 -17 -11 -3 -2 -6 -4 12 5 17 17 23 28 22 38 26 27 31 7 7 18 4 6 18 25 15 23 21 18 22 28 26 37 45 31 45 40 46 60 54 61 43 27 31 24 28 26 40 33 29 29 21 32 24 30 26 35 31 25 25 36 28 28 24 11
2026-08-09 06:56:29,75,8 11 12 18 24 22 26 33 40 32 20 13 0 0 -1 0 3 2 -1 -1 -4 6 4 7 12 15 22 26 24 31 32 15 9 3 3 0 5 3 3 2 2 1 5 8 14 13 22 26 29 34 38 31 16 7 3 -1 -4 -1 -2 0 -1 1 2 4 2 7 7 13 16 20 27 32 23 18 1 -6 -13 -13 -14 -12 -16 -8 -12 -13 -9 -11 -4 -1 1 10 16 17 16 12 5 -15 -17 -23 -22 -22 -23 -22 -22 -22 -23 -11 -11 -11 -7 -1 3 4 8 8 0 -10 -20 -26 -31 -28 -24 -25 -21 -26 -16 -22 -17 -11 -5 -5 4 5 7 5 -6 -19 -29 -26 -26 -23 -19 -21 -19 -22 -19 -14 -11 -12 -6 -5 1 4 -3 -11 -33 -38 -37 -41 -41 -40 -41 -42 -34 -36 -40 -31 -27 -20 -17 -17 -12 -12 -25 -37 -43 -51 -51 -47 -47 -39 -47 -44 -41 -35 -34 -28 -22 -21 -11 -14 -4 7 -3 -12 -26 -28 -34 -25 -25 -29 -22 -24 -20 -21 -17 -11 -7 -4 -1 4 9 21 20 20 17 5 0 -1 2 -1 0 5 9 5 4 14 20 22 26 27 39 42 43 49 51 44 26 25 22 30 24 31 31 33 30 36 39 40 48 48 47 59 60 71 62 62
2026-08-09 07:08:27,70,-87 -67 -84 -76 -73 -66 -62 -67 -51 -48 -36 -49 -29 -42 -31 -63 -52 -64 -45 -29 -42 -22 -31 -48 -12 -17 -21 -14 -22 -35 5 -12 7 19 6 -10 -23 -19 -12 -8 7 6 -10 25 -3 24 20 -17 -10 6 9 1 24 20 27 -13 -2 -10 -27 -12 -16 -9 -1 -6 2 21 12 4 7 -1 -2 6 25 29 16 11 3 -14 2 1 5 28 32 23 18 18 5 21 24 12 31 47 38 37 29 52 24 11 23 10 18 13 24 4 11 7 34 50 21 28 40 39 43 58 62 33 57 32 15 23 10 14 21 21 32 24 43 54 38 41 69 40 36 71 55 62 49 33 32 28 39 35 22 18 25 36 16 27 31 14 46 13 17 28 27 11 6 38 21 17 8 -1 -9 -6 22 17 9 -12 20 15 3 6 1 5 16 32 27 -1 18 33 13 12 -4 -17 7 -26 6 5 -20 -4 -21 -9 -26 -2 -3 5 -8 -13 23 -14 22 29 5 0 -20 -33 -30 -30 -35 -35 -24 -32 -29 -17 -26 -19 -23 -12 -12 -9 -9 -6 1 -11 16 -12 -21 -13 -22 -22 -27 -16 -8 -17 -17 -22 -22 -27 -15 -12 -17 -29 -22 -2 -31 -19 -32 -56 -57 -90 -58 -63 -59 -52 -48 -65
2026-08-09 07:15:58,73,1 3 6 8 7 2 -4 -5 -5 -10 -8 -10 -11 -10 -6 -6 -4 -5 -5 -3 1 3 6 11 11 7 3 -1 -1 -5 -5 -4 -5 -1 -2 0 -1 0 5 4 8 10 15 16 17 16 10 5 1 1 -2 -3 -4 -4 -3 -3 -6 -2 -1 1 3 4 9 10 9 15 14 12 4 1 -1 -4 -4 -5 -5 -4 -3 -5 -5 -4 1 0 2 5 9 10 13 16 18 14 8 2 1 2 0 -1 -4 -1 -4 -1 -2 -2 0 1 2 5 7 8 9 12 13 8 3 0 -1 -6 -7 -6 -7 -8 -6 -5 -3 -3 -3 -1 1 3 5 10 7 8 1 0 -4 -5 -7 -7 -6 -7 -6 -5 -4 -4 -1 1 1 5 5 8 11 6 1 -3 -5 -9 -11 -10 -9 -7 -8 -7 -9 -7 -8 -5 -4 -3 3 3 4 1 -7 -9 -14 -15 -20 -21 -21 -21 -21 -20 -20 -19 -16 -17 -16 -13 -9 -7 -4 -3 -11 -16 -23 -20 -25 -27 -26 -29 -24 -27 -28 -25 -24 -21 -18 -16 -14 -12 -8 -4 -1 -8 -10 -15 -17 -18 -17 -20 -16 -12 -5 3 20 33 47 53 51 29 -11 -40 -47 -43 -27 -4 38 66 61 33 12 7 -3 -7 -23 -34 -32 -12 42 58 57 69 67 56 45 34
2026-08-09 07:28:35,76,-22 -22 -22 -15 -35 -31 -19 -7 -11 -40 -24 -12 0 -4 11 -1 15 -9 -9 -29 -22 -26 -26 -22 -26 -26 -35 -39 -19 -15 -27 5 -4 8 16 4 -24 -25 -33 -41 -33 -53 -33 -22 -42 -34 -34 -34 -14 -35 -43 -11 -23 17 0 -4 -8 -24 -24 -24 -37 -29 -17 -1 -25 -14 -2 -6 -2 6 10 17 21 37 25 13 33 4 -4 -4 -24 -8 16 7 11 -9 3 -1 14 22 22 30 34 26 41 33 37 25 5 8 -16 4 24 0 8 11 11 7 11 19 31 10 30 30 50 30 38 5 5 9 5 9 4 4 0 4 20 24 3 23 31 23 39 35 30 42 26 26 -6 5 41 25 21 37 33 28 12 48 40 52 32 55 47 43 75 71 58 22 18 -6 38 14 33 25 41 33 5 45 8 20 20 48 48 35 43 47 39 11 3 -14 18 10 14 2 22 9 21 17 5 1 28 20 4 32 8 16 -13 11 -21 -45 -13 -5 -30 -18 -18 -34 -34 -23 -35 -31 -31 -19 -11 4 -16 -28 -40 -56 -36 -25 -17 -21 -13 -21 -22 -6 -18 -18 -14 -22 -11 1 9 9 -7 -11 -36 -44 -52 -32 -36 -45 -33 -45 -37 -45 -41 -66 -42 -46 -22 -14 -10 -19 -15 -51
2026-08-09 07:37:12,73,16 18 26 21 7 17 19 43 29 43 45 57 63 77 77 93 67 35 17 1 11 1 19 8 18 18 14 26 14 20 32 40 40 58 52 76 80 80 52 22 6 -4 2 11 11 9 7 15 11 15 25 27 37 39 39 45 57 59 45 25 3 -15 -13 -10 -2 12 4 2 12 0 8 20 26 24 28 42 42 28 20 -2 -26 -34 -38 -41 -29 -29 -31 -37 -35 -31 -21 -15 -17 -9 1 7 9 11 -19 -45 -55 -59 -69 -70 -56 -68 -68 -70 -68 -62 -54 -58 -54 -40 -28 -26 -16 -20 -36 -60 -70 -90 -84 -87 -83 -87 -79 -75 -73 -71 -79 -49 -59 -39 -31 -35 -19 -7 -1 -27 -45 -59 -76 -76 -80 -68 -58 -64 -66 -66 -56 -48 -36 -36 -28 -24 -12 -4 4 4 -18 -44 -52 -51 -59 -41 -49 -43 -43 -43 -41 -33 -29 -19 -7 -13 5 19 21 23 19 -11 -26 -40 -40 -38 -42 -30 -32 -36 -32 -28 -10 -14 -2 6 22 26 26 34 44 46 23 3 -23 -13 -7 -13 -5 -9 -5 -3 -1 3 15 17 23 33 41 49 59 65 68 74 66 44 24 20 18 20 20 36 34 32 30 38 40 46 48 62 68 72 77 87 89 87 55 49 35 45 37 33 45 49 55 39
